,CountryName,Date,ConfirmedCases,ConfirmedDeaths,Days_since_ConfirmedCases,Days_since_ConfirmedDeaths,Days_since_S1_School closing_1.0,Days_since_S1_School closing_2.0,Days_since_S2_Workplace closing_1.0,Days_since_S2_Workplace closing_2.0,Days_since_S3_Cancel public events_1.0,Days_since_S3_Cancel public events_2.0,Days_since_S4_Close public transport_1.0,Days_since_S4_Close public transport_2.0,Days_since_S5_Public information campaigns_1.0,Days_since_S6_Restrictions on internal movement_1.0,Days_since_S6_Restrictions on internal movement_2.0,Days_since_S7_International travel controls_1.0,Days_since_S7_International travel controls_2.0,Days_since_S7_International travel controls_3.0,%ConfirmedCases,%ConfirmedCases_smooth,%ConfirmedDeaths,%ConfirmedDeaths_smooth,Days,Days_since_100Cases
8149,South Korea,2020-03-19,8413.0,86.0,58,26,0,45,25,0,25,23,0,0,59,0,25,0,0,45,0.011177884615384616,0.009960594216218246,0.06172839506172839,0.045848765432098766,78,0
8312,South Korea,2020-03-20,8565.0,91.0,59,27,0,46,26,0,26,23,0,0,60,0,26,0,0,46,0.018067276833472007,0.01212767313272377,0.05813953488372093,0.04996698248636233,79,0
8474,South Korea,2020-03-21,8652.0,100.0,60,28,0,47,27,0,27,23,0,0,61,0,27,0,0,47,0.010157618213660246,0.012400476362933736,0.0989010989010989,0.07469225721163705,80,0
8637,South Korea,2020-03-22,8799.0,103.0,61,29,0,48,28,0,28,23,0,0,62,0,28,0,0,48,0.01699029126213592,0.014098267731163199,0.03,0.06219225721163705,81,0
8807,South Korea,2020-03-23,8897.0,104.0,62,30,0,49,29,0,29,23,0,0,63,0,29,0,0,49,0.011137629276054098,0.014088203896330568,0.009708737864077669,0.049187342912224374,82,0
8979,South Korea,2020-03-24,8961.0,113.0,63,31,0,50,30,0,30,23,0,0,64,0,30,0,0,50,0.007193435989659436,0.011369743685377425,0.08653846153846154,0.05628707457590953,83,0
9153,South Korea,2020-03-25,9037.0,120.0,64,32,0,51,31,0,31,23,0,0,65,0,31,0,0,51,0.008481196295056356,0.010950638205726454,0.061946902654867256,0.04704852551435161,84,0
5438,Iraq,2020-02-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,0
5538,Iraq,2020-02-25,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0
5638,Iraq,2020-02-26,1.0,0.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,56,0
5738,Iraq,2020-02-27,5.0,0.0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,4.0,0.0,0.0,0.0,57,0
5838,Iraq,2020-02-28,5.0,0.0,2,0,0,4,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,58,0
5938,Iraq,2020-02-29,6.0,0.0,3,0,0,5,0,0,0,2,0,0,0,0,0,0,0,4,0.2,1.05,0.0,0.0,59,0
6038,Iraq,2020-03-01,7.0,0.0,4,0,0,6,0,0,0,3,0,0,1,0,0,0,0,5,0.16666666666666666,1.0916666666666668,0.0,0.0,60,0
6138,Iraq,2020-03-02,13.0,0.0,5,0,0,7,0,0,0,4,0,0,2,0,0,0,0,6,0.8571428571428571,0.305952380952381,0.0,0.0,61,0
6240,Iraq,2020-03-03,19.0,0.0,6,0,0,8,0,0,0,5,0,0,3,0,0,0,0,7,0.46153846153846156,0.4213369963369964,0.0,0.0,62,0
6341,Iraq,2020-03-04,21.0,0.0,7,0,0,9,0,0,0,6,0,0,4,0,0,0,0,8,0.10526315789473684,0.39765278581068053,0.0,0.0,63,0
6436,Iraq,2020-03-05,26.0,0.0,8,0,0,10,0,0,0,7,0,0,5,0,0,0,0,9,0.23809523809523808,0.41550992866782344,0.0,0.0,64,0
6530,Iraq,2020-03-06,31.0,0.0,9,0,0,11,0,0,0,8,0,0,6,0,0,0,0,10,0.19230769230769232,0.2493011374590322,0.0,0.0,65,0
6628,Iraq,2020-03-07,38.0,2.0,10,0,0,12,0,0,0,9,0,0,7,0,0,0,0,11,0.22580645161290322,0.19036813497764263,0.0,0.0,66,0
6729,Iraq,2020-03-08,54.0,2.0,11,1,0,13,0,0,0,10,0,0,8,0,0,0,0,12,0.42105263157894735,0.26931550339869526,0.0,0.0,67,0
6833,Iraq,2020-03-09,54.0,2.0,12,2,0,14,0,0,0,11,0,0,9,0,0,0,0,13,0.0,0.20979169387488572,0.0,0.0,68,0
6937,Iraq,2020-03-10,61.0,6.0,13,3,0,15,0,0,0,12,0,0,10,0,0,0,0,14,0.12962962962962962,0.19412217820537006,2.0,0.5,69,0
7043,Iraq,2020-03-11,61.0,6.0,14,4,0,16,0,0,0,13,0,0,11,0,1,0,0,15,0.0,0.13767056530214425,0.0,0.5,70,0
7158,Iraq,2020-03-12,61.0,6.0,15,5,0,17,0,0,0,14,0,0,12,0,2,0,0,16,0.0,0.032407407407407406,0.0,0.5,71,0
7279,Iraq,2020-03-13,70.0,8.0,16,6,0,18,0,0,0,15,0,0,13,0,3,0,0,17,0.14754098360655737,0.06929265330904674,0.3333333333333333,0.5833333333333334,72,0
7404,Iraq,2020-03-14,74.0,8.0,17,7,0,19,0,0,0,16,0,1,14,0,4,0,0,18,0.05714285714285714,0.05117096018735363,0.0,0.08333333333333333,73,0
7536,Iraq,2020-03-15,85.0,9.0,18,8,0,20,0,0,0,17,0,2,15,0,5,0,0,19,0.14864864864864866,0.08833312234951579,0.125,0.11458333333333333,74,0
7684,Iraq,2020-03-16,85.0,9.0,19,9,0,21,0,0,0,18,0,3,16,0,6,0,0,20,0.0,0.08833312234951579,0.0,0.11458333333333333,75,0
7833,Iraq,2020-03-17,124.0,9.0,20,10,0,22,0,0,0,19,0,4,17,0,7,0,0,21,0.4588235294117647,0.16615375880081762,0.0,0.03125,76,0
7984,Iraq,2020-03-18,124.0,9.0,21,11,0,23,0,0,0,20,0,5,18,0,8,0,0,22,0.0,0.15186804451510333,0.0,0.03125,77,0
8138,Iraq,2020-03-19,154.0,11.0,22,12,0,24,0,0,0,21,0,6,19,0,9,0,0,23,0.24193548387096775,0.1751897533206831,0.2222222222222222,0.05555555555555555,78,0
8301,Iraq,2020-03-20,164.0,12.0,23,13,0,25,0,0,0,22,0,7,20,0,10,0,0,24,0.06493506493506493,0.19142351955444933,0.09090909090909091,0.07828282828282829,79,0
8463,Iraq,2020-03-21,177.0,12.0,24,14,0,26,0,0,0,23,0,8,21,0,11,0,0,25,0.07926829268292683,0.09653471037223989,0.0,0.07828282828282829,80,0
8626,Iraq,2020-03-22,193.0,14.0,25,15,0,27,0,0,0,24,0,9,22,0,12,0,0,26,0.0903954802259887,0.11913358042873706,0.16666666666666666,0.11994949494949494,81,0
8796,Iraq,2020-03-23,214.0,17.0,26,16,0,28,0,0,0,25,0,10,23,0,13,0,0,27,0.10880829015544041,0.08585178199985521,0.21428571428571427,0.11796536796536797,82,0
8968,Iraq,2020-03-24,233.0,20.0,27,17,0,29,0,0,0,26,0,11,24,0,14,0,0,28,0.08878504672897196,0.09181427744833198,0.17647058823529413,0.13935574229691877,83,0
9142,Iraq,2020-03-25,266.0,23.0,28,18,0,30,0,0,0,27,0,12,25,0,15,0,0,29,0.14163090128755365,0.10740492959948869,0.15,0.17685574229691878,84,0
5827,Greece,2020-02-28,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,0
5927,Greece,2020-02-29,3.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,59,0
6027,Greece,2020-03-01,4.0,0.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.0,0.0,60,0
6127,Greece,2020-03-02,7.0,0.0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0.75,0.7708333333333334,0.0,0.0,61,0
6229,Greece,2020-03-03,7.0,0.0,4,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0.0,0.7708333333333334,0.0,0.0,62,0
6519,Greece,2020-03-06,10.0,0.0,6,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,65,0
6617,Greece,2020-03-07,32.0,0.0,7,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,2.2,0.55,0.0,0.0,66,0
6718,Greece,2020-03-08,45.0,0.0,8,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0.40625,0.6515625,0.0,0.0,67,0
6822,Greece,2020-03-09,66.0,0.0,9,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0.4666666666666667,0.7682291666666667,0.0,0.0,68,0
6926,Greece,2020-03-10,73.0,0.0,10,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0.10606060606060606,0.7947443181818182,0.0,0.0,69,0
7032,Greece,2020-03-11,84.0,0.0,11,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0.1506849315068493,0.2824155510585305,0.0,0.0,70,0
7147,Greece,2020-03-12,90.0,0.0,12,0,0,1,0,0,0,5,0,0,11,0,0,0,0,0,0.07142857142857142,0.19871019391567335,0.0,0.0,71,0
7268,Greece,2020-03-13,99.0,1.0,13,0,0,2,0,0,0,6,0,0,12,0,0,0,0,0,0.1,0.1070435272490067,0.0,0.0,72,0
7393,Greece,2020-03-14,133.0,1.0,14,1,0,3,0,0,0,7,0,0,13,0,0,0,0,0,0.3434343434343434,0.16638696159244104,0.0,0.0,73,0
7525,Greece,2020-03-15,190.0,1.0,15,2,0,4,0,0,0,8,0,0,14,0,0,0,0,0,0.42857142857142855,0.23585858585858588,0.0,0.0,74,0
7673,Greece,2020-03-16,228.0,3.0,16,3,0,5,0,0,0,9,0,0,15,0,0,0,0,0,0.2,0.26800144300144296,2.0,0.5,75,0
7822,Greece,2020-03-17,331.0,4.0,17,4,0,6,0,0,0,10,0,0,16,0,0,0,0,0,0.4517543859649123,0.35594003949267106,0.3333333333333333,0.5833333333333334,76,0
7973,Greece,2020-03-18,352.0,4.0,18,5,0,7,0,0,0,11,0,0,17,0,0,0,0,0,0.0634441087613293,0.28594248082441753,0.0,0.5833333333333334,77,0
8126,Greece,2020-03-19,387.0,5.0,19,6,0,8,0,0,0,12,0,0,18,0,0,0,0,0,0.09943181818181818,0.20365757822701497,0.25,0.6458333333333334,78,0
8287,Greece,2020-03-20,418.0,5.0,20,7,0,9,0,0,0,13,0,0,19,0,0,0,0,0,0.08010335917312661,0.17368341802029658,0.0,0.14583333333333331,79,0
8449,Greece,2020-03-21,464.0,5.0,21,8,0,10,0,0,0,14,0,0,20,0,0,0,0,0,0.11004784688995216,0.08825678325155656,0.0,0.0625,80,0
8612,Greece,2020-03-22,495.0,8.0,22,9,0,11,0,0,0,15,0,0,21,0,1,0,0,0,0.0668103448275862,0.08909834226812079,0.6,0.2125,81,0
8782,Greece,2020-03-23,530.0,13.0,23,10,0,12,0,0,0,16,0,0,22,0,2,0,0,0,0.0707070707070707,0.08191715539943392,0.625,0.30625,82,0
8953,Greece,2020-03-24,624.0,15.0,24,11,0,13,0,0,0,17,0,0,23,0,3,0,0,0,0.17735849056603772,0.1062309382476617,0.15384615384615385,0.34471153846153846,83,0
9127,Greece,2020-03-25,695.0,17.0,25,12,0,14,0,0,0,18,0,0,24,0,4,0,0,0,0.11378205128205128,0.10716448934568647,0.13333333333333333,0.3780448717948718,84,0
4,Australia,2020-01-01,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
104,Australia,2020-01-02,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0
204,Australia,2020-01-03,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0
304,Australia,2020-01-04,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,3,0
404,Australia,2020-01-05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,4,0
504,Australia,2020-01-06,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0.0,0.0,0.0,0.0,5,0
604,Australia,2020-01-07,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.0,0.0,0.0,0.0,6,0
704,Australia,2020-01-08,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0.0,0.0,0.0,0.0,7,0
804,Australia,2020-01-09,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0.0,0.0,0.0,0.0,8,0
904,Australia,2020-01-10,0.0,0.0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0.0,0.0,0.0,0.0,9,0
1004,Australia,2020-01-11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.0,0.0,0.0,0.0,10,0
1104,Australia,2020-01-12,0.0,0.0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0.0,0.0,0.0,0.0,11,0
1204,Australia,2020-01-13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0.0,0.0,0.0,0.0,12,0
1304,Australia,2020-01-14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0.0,0.0,0.0,0.0,13,0
1404,Australia,2020-01-15,0.0,0.0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0.0,0.0,0.0,0.0,14,0
1504,Australia,2020-01-16,0.0,0.0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0.0,0.0,0.0,0.0,15,0
1604,Australia,2020-01-17,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0.0,0.0,0.0,0.0,16,0
1704,Australia,2020-01-18,0.0,0.0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0.0,0.0,0.0,0.0,17,0
1804,Australia,2020-01-19,0.0,0.0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0.0,0.0,0.0,0.0,18,0
1904,Australia,2020-01-20,0.0,0.0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0.0,0.0,0.0,0.0,19,0
2004,Australia,2020-01-21,0.0,0.0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0.0,0.0,20,0
2104,Australia,2020-01-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0.0,0.0,0.0,0.0,21,0
2203,Australia,2020-01-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0.0,0.0,0.0,0.0,22,0
2302,Australia,2020-01-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0.0,0.0,0.0,0.0,23,0
2401,Australia,2020-01-25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0.0,0.0,0.0,0.0,24,0
2500,Australia,2020-01-26,1.0,0.0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0.0,0.0,0.0,0.0,25,0
2599,Australia,2020-01-27,4.0,0.0,1,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,3.0,0.0,0.0,0.0,26,0
2698,Australia,2020-01-28,4.0,0.0,2,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0.0,0.0,0.0,0.0,27,0
2797,Australia,2020-01-29,4.0,0.0,3,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0.0,0.75,0.0,0.0,28,0
2896,Australia,2020-01-30,4.0,0.0,4,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0.0,0.75,0.0,0.0,29,0
2995,Australia,2020-01-31,6.0,0.0,5,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0.5,0.125,0.0,0.0,30,0
3094,Australia,2020-02-01,7.0,0.0,6,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0.16666666666666666,0.16666666666666666,0.0,0.0,31,0
3194,Australia,2020-02-02,9.0,0.0,7,0,0,0,0,0,0,0,0,0,32,0,0,0,0,1,0.2857142857142857,0.23809523809523808,0.0,0.0,32,0
3294,Australia,2020-02-03,11.0,0.0,8,0,0,0,0,0,0,0,0,0,33,0,0,0,0,2,0.2222222222222222,0.2936507936507936,0.0,0.0,33,0
3394,Australia,2020-02-04,11.0,0.0,9,0,0,0,0,0,0,0,0,0,34,0,0,0,0,3,0.0,0.16865079365079363,0.0,0.0,34,0
3494,Australia,2020-02-05,11.0,0.0,10,0,0,0,0,0,0,0,0,0,35,0,0,0,0,4,0.0,0.12698412698412698,0.0,0.0,35,0
3595,Australia,2020-02-06,12.0,0.0,11,0,0,0,0,0,0,0,0,0,36,0,0,0,0,5,0.09090909090909091,0.07828282828282829,0.0,0.0,36,0
3695,Australia,2020-02-07,13.0,0.0,12,0,0,0,0,0,0,0,0,0,37,0,0,0,0,6,0.08333333333333333,0.043560606060606064,0.0,0.0,37,0
3795,Australia,2020-02-08,14.0,0.0,13,0,0,0,0,0,0,0,0,0,38,0,0,0,0,7,0.07692307692307693,0.0627913752913753,0.0,0.0,38,0
3895,Australia,2020-02-09,14.0,0.0,14,0,0,0,0,0,0,0,0,0,39,0,0,0,0,8,0.0,0.0627913752913753,0.0,0.0,39,0
3995,Australia,2020-02-10,14.0,0.0,15,0,0,0,0,0,0,0,0,0,40,0,0,0,0,9,0.0,0.04006410256410256,0.0,0.0,40,0
4095,Australia,2020-02-11,14.0,0.0,16,0,0,0,0,0,0,0,0,0,41,0,0,0,0,10,0.0,0.019230769230769232,0.0,0.0,41,0
4195,Australia,2020-02-12,14.0,0.0,17,0,0,0,0,0,0,0,0,0,42,0,0,0,0,11,0.0,0.0,0.0,0.0,42,0
4295,Australia,2020-02-13,14.0,0.0,18,0,0,0,0,0,0,0,0,0,43,0,0,0,0,12,0.0,0.0,0.0,0.0,43,0
4395,Australia,2020-02-14,14.0,0.0,19,0,0,0,0,0,0,0,0,0,44,0,0,0,0,13,0.0,0.0,0.0,0.0,44,0
4495,Australia,2020-02-15,15.0,0.0,20,0,0,0,0,0,0,0,0,0,45,0,0,0,0,14,0.07142857142857142,0.017857142857142856,0.0,0.0,45,0
4595,Australia,2020-02-16,15.0,0.0,21,0,0,0,0,0,0,0,0,0,46,0,0,0,0,15,0.0,0.017857142857142856,0.0,0.0,46,0
4695,Australia,2020-02-17,15.0,0.0,22,0,0,0,0,0,0,0,0,0,47,0,0,0,0,16,0.0,0.017857142857142856,0.0,0.0,47,0
4795,Australia,2020-02-18,15.0,0.0,23,0,0,0,0,0,0,0,0,0,48,0,0,0,0,17,0.0,0.017857142857142856,0.0,0.0,48,0
4895,Australia,2020-02-19,15.0,0.0,24,0,0,0,0,0,0,0,0,0,49,0,0,0,0,18,0.0,0.0,0.0,0.0,49,0
4995,Australia,2020-02-20,15.0,0.0,25,0,0,0,0,0,0,0,0,0,50,0,0,0,0,19,0.0,0.0,0.0,0.0,50,0
5095,Australia,2020-02-21,15.0,0.0,26,0,0,0,0,0,0,0,0,0,51,0,0,0,0,20,0.0,0.0,0.0,0.0,51,0
5195,Australia,2020-02-22,17.0,0.0,27,0,0,0,0,0,0,0,0,0,52,0,0,0,0,21,0.13333333333333333,0.03333333333333333,0.0,0.0,52,0
5295,Australia,2020-02-23,21.0,0.0,28,0,0,0,0,0,0,0,0,0,53,0,0,0,0,22,0.23529411764705882,0.09215686274509804,0.0,0.0,53,0
5395,Australia,2020-02-24,22.0,0.0,29,0,0,0,0,0,0,0,0,0,54,0,0,0,0,23,0.047619047619047616,0.10406162464985995,0.0,0.0,54,0
5495,Australia,2020-02-25,22.0,0.0,30,0,0,0,0,0,0,0,0,0,55,0,0,0,0,24,0.0,0.10406162464985995,0.0,0.0,55,0
5595,Australia,2020-02-26,22.0,0.0,31,0,0,0,0,0,0,0,0,0,56,0,0,0,0,25,0.0,0.07072829131652661,0.0,0.0,56,0
5695,Australia,2020-02-27,22.0,0.0,32,0,0,0,0,0,0,0,0,0,57,0,0,0,0,26,0.0,0.011904761904761904,0.0,0.0,57,0
5795,Australia,2020-02-28,23.0,0.0,33,0,0,0,0,0,0,0,0,0,58,0,0,0,0,27,0.045454545454545456,0.011363636363636364,0.0,0.0,58,0
5895,Australia,2020-02-29,23.0,0.0,34,0,0,0,0,0,0,0,0,0,59,0,0,0,0,28,0.0,0.011363636363636364,0.0,0.0,59,0
5995,Australia,2020-03-01,25.0,0.0,35,0,0,0,0,0,0,0,0,0,60,0,0,0,0,29,0.08695652173913043,0.033102766798418976,0.0,0.0,60,0
6095,Australia,2020-03-02,26.0,1.0,36,0,0,0,0,0,0,0,0,0,61,0,0,0,0,30,0.04,0.04310276679841898,0.0,0.0,61,0
6197,Australia,2020-03-03,29.0,1.0,37,1,0,0,0,0,0,0,0,0,62,0,0,0,0,31,0.11538461538461539,0.06058528428093646,0.0,0.0,62,0
6301,Australia,2020-03-04,33.0,1.0,38,2,0,0,0,0,0,0,0,0,63,0,0,0,0,32,0.13793103448275862,0.09506804290162611,0.0,0.0,63,0
6395,Australia,2020-03-05,41.0,1.0,39,3,0,0,0,0,0,0,0,0,64,0,0,0,0,33,0.24242424242424243,0.1339349730729041,0.0,0.0,64,0
6485,Australia,2020-03-06,52.0,2.0,40,4,0,0,0,0,0,0,0,0,65,0,0,0,0,34,0.2682926829268293,0.19100814380461142,1.0,0.25,65,0
6582,Australia,2020-03-07,59.0,2.0,41,5,0,0,0,0,0,0,0,0,66,0,0,0,0,35,0.1346153846153846,0.19581583611230374,0.0,0.25,66,0
6686,Australia,2020-03-08,63.0,2.0,42,6,0,0,0,0,0,0,0,0,67,0,0,0,0,36,0.06779661016949153,0.17828223003398697,0.0,0.25,67,0
6791,Australia,2020-03-09,74.0,3.0,43,7,0,0,0,0,0,0,0,0,68,0,0,0,0,37,0.1746031746031746,0.16132696307872,0.5,0.375,68,0
6892,Australia,2020-03-10,80.0,3.0,44,8,0,0,0,0,0,0,0,0,69,0,0,0,0,38,0.08108108108108109,0.11452406261728296,0.0,0.125,69,0
6997,Australia,2020-03-11,100.0,3.0,45,9,0,0,0,0,0,0,0,0,70,0,0,0,0,39,0.25,0.14337021646343678,0.0,0.125,70,0
7108,Australia,2020-03-12,112.0,3.0,46,10,0,0,0,0,0,0,0,0,71,0,0,0,0,40,0.12,0.15642106392106392,0.0,0.125,71,0
7226,Australia,2020-03-13,126.0,3.0,47,11,0,0,0,0,0,0,0,0,72,0,0,0,0,41,0.125,0.14402027027027026,0.0,0.0,72,0
7351,Australia,2020-03-14,156.0,3.0,48,12,0,0,0,0,1,0,0,0,73,0,0,0,0,42,0.23809523809523808,0.1832738095238095,0.0,0.0,73,0
7480,Australia,2020-03-15,197.0,3.0,49,13,0,0,0,0,2,0,0,0,74,0,0,0,0,43,0.26282051282051283,0.18647893772893773,0.0,0.0,74,0
7623,Australia,2020-03-16,249.0,3.0,50,14,0,0,0,0,3,0,0,0,75,0,0,0,0,44,0.2639593908629442,0.22246878544467377,0.0,0.0,75,0
7772,Australia,2020-03-17,298.0,5.0,51,15,0,0,0,0,4,0,0,0,76,0,0,0,0,45,0.19678714859437751,0.24041557259326815,0.6666666666666666,0.16666666666666666,76,0
7921,Australia,2020-03-18,375.0,5.0,52,16,0,0,0,0,5,0,0,0,77,0,0,0,0,46,0.25838926174496646,0.24548907850570026,0.0,0.16666666666666666,77,0
8074,Australia,2020-03-19,454.0,5.0,53,17,0,0,0,0,5,1,0,0,78,0,0,0,0,47,0.21066666666666667,0.2324506169672387,0.0,0.16666666666666666,78,0
8230,Australia,2020-03-20,565.0,6.0,54,18,0,0,0,0,5,2,0,0,79,0,1,0,0,48,0.2444933920704846,0.2275841172691238,0.2,0.21666666666666667,79,0
8394,Australia,2020-03-21,709.0,6.0,55,19,0,0,0,0,5,3,0,0,80,0,2,0,0,49,0.25486725663716814,0.24210414427982146,0.0,0.05,80,0
8556,Australia,2020-03-22,874.0,7.0,56,20,0,0,0,0,5,4,0,0,81,0,3,0,0,50,0.23272214386459802,0.23568736480972935,0.16666666666666666,0.09166666666666667,81,0
8725,Australia,2020-03-23,1098.0,7.0,57,21,0,1,0,0,5,5,0,0,82,0,4,0,0,51,0.2562929061784897,0.2470939246876851,0.0,0.09166666666666667,82,0
8896,Australia,2020-03-24,1709.0,7.0,58,22,0,2,0,0,5,6,0,0,83,0,5,0,0,52,0.5564663023679417,0.3250871522620494,0.0,0.041666666666666664,83,0
9069,Australia,2020-03-25,1823.0,7.0,59,23,0,3,0,1,5,7,0,0,84,0,6,0,0,53,0.06670567583382095,0.27804675706121257,0.0,0.041666666666666664,84,0
2179,Qatar,2020-01-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,21,0
2278,Qatar,2020-01-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,22,0
2377,Qatar,2020-01-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,23,0
2476,Qatar,2020-01-25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0.0,0.0,0,0,24,0
2575,Qatar,2020-01-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0.0,0.0,0,0,25,0
2674,Qatar,2020-01-27,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0.0,0.0,0,0,26,0
2773,Qatar,2020-01-28,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0.0,0.0,0,0,27,0
2872,Qatar,2020-01-29,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0.0,0.0,0,0,28,0
2971,Qatar,2020-01-30,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0.0,0.0,0,0,29,0
3070,Qatar,2020-01-31,0.0,0.0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,0.0,0.0,0,0,30,0
3170,Qatar,2020-02-01,0.0,0.0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,0,0.0,0.0,0,0,31,0
3270,Qatar,2020-02-02,0.0,0.0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,0,0,0.0,0.0,0,0,32,0
3370,Qatar,2020-02-03,0.0,0.0,0,0,0,0,0,0,0,0,0,0,12,0,0,9,0,1,0.0,0.0,0,0,33,0
3470,Qatar,2020-02-04,0.0,0.0,0,0,0,0,0,0,0,0,0,0,13,0,0,9,0,2,0.0,0.0,0,0,34,0
3570,Qatar,2020-02-05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,14,0,0,9,0,3,0.0,0.0,0,0,35,0
3671,Qatar,2020-02-06,0.0,0.0,0,0,0,0,0,0,0,0,0,0,15,0,0,9,0,4,0.0,0.0,0,0,36,0
3771,Qatar,2020-02-07,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16,0,0,9,0,5,0.0,0.0,0,0,37,0
3871,Qatar,2020-02-08,0.0,0.0,0,0,0,0,0,0,0,0,0,0,17,0,0,9,0,6,0.0,0.0,0,0,38,0
3971,Qatar,2020-02-09,0.0,0.0,0,0,0,0,0,0,0,0,0,0,18,0,0,9,0,7,0.0,0.0,0,0,39,0
4071,Qatar,2020-02-10,0.0,0.0,0,0,0,0,0,0,0,0,0,0,19,0,0,9,0,8,0.0,0.0,0,0,40,0
4171,Qatar,2020-02-11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,20,0,0,9,0,9,0.0,0.0,0,0,41,0
